STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,airpol,Air pollutants and greenhouse gases,src_nfr,"Source sectors for emissions of air pollutants (Nomenclature for reporting, CLRTAP)",geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2006,,11156,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2007,,10911,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2008,,11382,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2009,,10634,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2010,,11270,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2011,,11228,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2012,,11319,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2013,,11503,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2014,,11579,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2015,,11555,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2016,,11088,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2017,,10987,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2018,,10754,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2019,,10659,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2020,,10388,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2021,,10568,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EE,Estonia,2022,,10173,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,1990,,95712,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,1991,,93252,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,1992,,90949,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,1993,,85343,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,1994,,81311,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,1995,,85084,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,1996,,86181,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,1997,,85322,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,1998,,85368,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,1999,,84757,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2000,,82090,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2001,,81129,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2002,,80369,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2003,,79795,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2004,,82423,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2005,,80023,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2006,,77562,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2007,,78367,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2008,,74747,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2009,,70388,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2010,,75744,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2011,,74656,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2012,,72540,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2013,,72290,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2014,,68711,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2015,,67532,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2016,,67538,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2017,,67048,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2018,,66490,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2019,,66375,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2020,,68570,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2021,,68081,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,EL,Greece,2022,,64215,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,1990,,484383,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,1991,,480949,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,1992,,483944,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,1993,,462356,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,1994,,484748,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,1995,,485897,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,1996,,533022,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,1997,,529517,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,1998,,559006,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,1999,,548212,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2000,,564525,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2001,,564252,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2002,,554263,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2003,,558416,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2004,,527107,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2005,,488105,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2006,,491630,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2007,,497081,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2008,,445222,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2009,,442063,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2010,,446856,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2011,,435480,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2012,,431618,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2013,,434659,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2014,,454010,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2015,,455239,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2016,,454016,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2017,,466714,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2018,,459947,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2019,,451304,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2020,,457525,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2021,,451268,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,ES,Spain,2022,,436362,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,1990,,41402,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,1991,,39401,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,1992,,37557,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,1993,,37966,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,1994,,39036,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,1995,,38942,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,1996,,40178,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,1997,,41348,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,1998,,41015,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,1999,,42584,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2000,,39496,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2001,,39663,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2002,,40700,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2003,,41691,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2004,,41759,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2005,,41865,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2006,,41254,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2007,,40700,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2008,,40286,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2009,,39184,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2010,,39764,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2011,,38910,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2012,,38614,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2013,,38633,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2014,,39368,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2015,,37817,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2016,,36411,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2017,,36032,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2018,,35777,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2019,,35116,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2020,,33598,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2021,,33393,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FI,Finland,2022,,31583,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FR,France,1990,,671519,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FR,France,1991,,668423,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FR,France,1992,,661377,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FR,France,1993,,654893,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FR,France,1994,,647623,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FR,France,1995,,653766,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FR,France,1996,,659149,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,NH3,Ammonia,NFR_TOT_NAT_C,National total for compliance assessment,FR,France,1997,,655133,,,,,
