STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,airpol,Air pollutants and greenhouse gases,src_nfr,"Source sectors for emissions of air pollutants (Nomenclature for reporting, CLRTAP)",geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LT,Lithuania,2013,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LT,Lithuania,2014,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LT,Lithuania,2015,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LT,Lithuania,2016,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LT,Lithuania,2017,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LT,Lithuania,2018,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LT,Lithuania,2019,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LT,Lithuania,2020,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LT,Lithuania,2021,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LT,Lithuania,2022,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,1990,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,1991,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,1992,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,1993,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,1994,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,1995,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,1996,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,1997,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,1998,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,1999,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2000,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2001,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2002,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2003,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2004,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2005,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2006,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2007,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2008,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2009,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2010,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2011,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2012,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2013,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2014,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2015,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2016,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2017,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2018,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2019,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2020,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2021,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,LV,Latvia,2022,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,1990,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,1991,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,1992,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,1993,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,1994,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,1995,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,1996,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,1997,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,1998,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,1999,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2000,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2001,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2002,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2003,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2004,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2005,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2006,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2007,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2008,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2009,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2010,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2011,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2012,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2013,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2014,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2015,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2016,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2017,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2018,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2019,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2020,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2021,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,MT,Malta,2022,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,1990,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,1991,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,1992,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,1993,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,1994,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,1995,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,1996,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,1997,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,1998,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,1999,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2000,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2001,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2002,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2003,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2004,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2005,,3,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2006,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2007,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2008,,3,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2009,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2010,,2,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2011,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2012,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2013,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2014,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2015,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2016,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2017,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2018,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2019,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2020,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2021,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NL,Netherlands,2022,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,1990,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,1991,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,1992,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,1993,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,1994,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,1995,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,1996,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,1997,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,1998,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,1999,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2000,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2001,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2002,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2003,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2004,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2005,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2006,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2007,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2008,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2009,,0,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,SE,Selenium (Se),NFR_TOT_NAT_C,National total for compliance assessment,NO,Norway,2010,,0,,,,,
