STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,tax,Taxes,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IE,Ireland,2014,,4683.91,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IE,Ireland,2015,,4977.25,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IE,Ireland,2016,,5117.49,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IE,Ireland,2017,,5232.37,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IE,Ireland,2018,,5119.3,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IE,Ireland,2019,,5044.97,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IE,Ireland,2020,,4505.41,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IE,Ireland,2021,,4982.29,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IE,Ireland,2022,,4428.12,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IE,Ireland,2023,,4909.09,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IS,Iceland,2014,,288.44,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IS,Iceland,2015,,336.91,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IS,Iceland,2016,,387.13,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IS,Iceland,2017,,482.32,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IS,Iceland,2018,,470.44,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IS,Iceland,2019,,442.78,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IS,Iceland,2020,,381.5,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IS,Iceland,2021,,367.87,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IS,Iceland,2022,,489.06,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IS,Iceland,2023,,523.69,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IT,Italy,2014,,62226,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IT,Italy,2015,,59533,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IT,Italy,2016,,61842,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IT,Italy,2017,,59977,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IT,Italy,2018,,60159,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IT,Italy,2019,,62231,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IT,Italy,2020,,54341,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IT,Italy,2021,,56022,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IT,Italy,2022,,45400,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,IT,Italy,2023,,54224,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LI,Liechtenstein,2014,,32.68,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LI,Liechtenstein,2015,,36.82,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LI,Liechtenstein,2016,,35.9,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LI,Liechtenstein,2017,,35.86,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LI,Liechtenstein,2018,,32.87,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LI,Liechtenstein,2019,,37.27,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LI,Liechtenstein,2020,,35.82,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LI,Liechtenstein,2021,,36.45,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LT,Lithuania,2014,,657.39,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LT,Lithuania,2015,,708.87,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LT,Lithuania,2016,,776.32,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LT,Lithuania,2017,,828.3,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LT,Lithuania,2018,,931.38,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LT,Lithuania,2019,,1001.72,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LT,Lithuania,2020,,1052.68,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LT,Lithuania,2021,,1127.5,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LT,Lithuania,2022,,1110.24,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LT,Lithuania,2023,,1188.66,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LU,Luxembourg,2014,,979.5,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LU,Luxembourg,2015,,954.44,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LU,Luxembourg,2016,,933.13,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LU,Luxembourg,2017,,952.59,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LU,Luxembourg,2018,,1016.32,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LU,Luxembourg,2019,,1087.4,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LU,Luxembourg,2020,,890.4,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LU,Luxembourg,2021,,1056.97,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LU,Luxembourg,2022,,950.25,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LU,Luxembourg,2023,,1016.39,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LV,Latvia,2014,,797.66,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LV,Latvia,2015,,863.72,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LV,Latvia,2016,,918.24,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LV,Latvia,2017,,947.67,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LV,Latvia,2018,,991.46,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LV,Latvia,2019,,947.59,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LV,Latvia,2020,,967.23,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LV,Latvia,2021,,966.74,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LV,Latvia,2022,,868.01,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,LV,Latvia,2023,,949.88,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,MT,Malta,2014,,240.65,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,MT,Malta,2015,,266.33,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,MT,Malta,2016,,278.92,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,MT,Malta,2017,,303.53,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,MT,Malta,2018,,318.73,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,MT,Malta,2019,,347.82,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,MT,Malta,2020,,295.01,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,MT,Malta,2021,,276.58,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,MT,Malta,2022,,287.35,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,MT,Malta,2023,,315.55,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,NL,Netherlands,2014,,24819,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,NL,Netherlands,2015,,25555,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,NL,Netherlands,2016,,26485,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,NL,Netherlands,2017,,27315,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,NL,Netherlands,2018,,28564,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,NL,Netherlands,2019,,29950,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,NL,Netherlands,2020,,29119,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,NL,Netherlands,2021,,30602,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,NL,Netherlands,2022,,28850,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,NL,Netherlands,2023,,29983,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,NO,Norway,2014,,8732.76,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,NO,Norway,2015,,8169.19,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,NO,Norway,2016,,8044.15,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,NO,Norway,2017,,8123.51,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,NO,Norway,2018,,8109.82,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,NO,Norway,2019,,7629.5,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,NO,Norway,2020,,6452.05,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,NO,Norway,2021,,7394.35,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,NO,Norway,2022,,7403.34,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,NO,Norway,2023,,6520.38,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,PL,Poland,2014,,10562.1,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,PL,Poland,2015,,11401.74,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,PL,Poland,2016,,11556.66,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,PL,Poland,2017,,12512.1,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,PL,Poland,2018,,13474.36,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,PL,Poland,2019,,13545.47,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,PL,Poland,2020,,13330.41,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,PL,Poland,2021,,16735.08,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,PL,Poland,2022,,18324.41,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,PL,Poland,2023,,19181.2,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,PT,Portugal,2014,,3957.06,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,PT,Portugal,2015,,4331.22,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,PT,Portugal,2016,,4839.76,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,PT,Portugal,2017,,5024.22,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,PT,Portugal,2018,,5154.66,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,PT,Portugal,2019,,5443.32,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,PT,Portugal,2020,,4763.47,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,PT,Portugal,2021,,5026.06,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,PT,Portugal,2022,,4647.79,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,PT,Portugal,2023,,5378.36,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,RO,Romania,2014,,3587.37,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,RO,Romania,2015,,3919.76,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,RO,Romania,2016,,4085.32,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,RO,Romania,2017,,3640.19,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,RO,Romania,2018,,4033.39,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,RO,Romania,2019,,4731.71,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,RO,Romania,2020,,4196.21,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,RO,Romania,2021,,5867.48,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,RO,Romania,2022,,9847.14,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,RO,Romania,2023,,7294.16,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SE,Sweden,2014,,9557.95,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SE,Sweden,2015,,9797.19,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SE,Sweden,2016,,10358.65,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SE,Sweden,2017,,10158.9,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SE,Sweden,2018,,9816.93,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SE,Sweden,2019,,9779.11,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SE,Sweden,2020,,9597.99,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SE,Sweden,2021,,10243.83,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SE,Sweden,2022,,10651.29,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SE,Sweden,2023,,10856.27,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SI,Slovenia,2014,,1581.97,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SI,Slovenia,2015,,1694.15,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SI,Slovenia,2016,,1770.88,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SI,Slovenia,2017,,1800.1,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SI,Slovenia,2018,,1791.12,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SI,Slovenia,2019,,1819.75,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SI,Slovenia,2020,,1574.7,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SI,Slovenia,2021,,1693.65,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SI,Slovenia,2022,,1662.02,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SI,Slovenia,2023,,1791.44,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SK,Slovakia,2014,,1932.29,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SK,Slovakia,2015,,1997.56,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SK,Slovakia,2016,,2019.34,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,ENV,Total environmental taxes,MIO_EUR,Million euro,SK,Slovakia,2017,,2149.04,,,,,
