STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,sizeclas,Size classes in number of employees,indic_sbs,Economic indicator for structural business statistics,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",FI,Finland,2019,,775,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",FI,Finland,2020,,814,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",FI,Finland,2021,,825,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",FI,Finland,2022,,849,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",FR,France,2021,,2986,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",FR,France,2022,,3194,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",HR,Croatia,2021,,485,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",HR,Croatia,2022,,490,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",HU,Hungary,2021,,762,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",HU,Hungary,2022,,747,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",IE,Ireland,2021,,256,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",IE,Ireland,2022,,276,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",IS,Iceland,2015,,38,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",IS,Iceland,2016,,35,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",IS,Iceland,2017,,36,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",IS,Iceland,2018,,36,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",IS,Iceland,2019,,35,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",IS,Iceland,2020,,31,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",IS,Iceland,2021,,34,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",IS,Iceland,2022,,32,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",IT,Italy,2021,,4842,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",IT,Italy,2022,,4994,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",LT,Lithuania,2021,,166,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",LT,Lithuania,2022,,184,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",LU,Luxembourg,2021,,10,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",LU,Luxembourg,2022,,11,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",LV,Latvia,2021,,162,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",LV,Latvia,2022,,158,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",MK,North Macedonia,2021,,52,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",MK,North Macedonia,2022,,51,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",MT,Malta,2021,,19,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",MT,Malta,2022,,17,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",NL,Netherlands,2021,,2258,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",NL,Netherlands,2022,,2357,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",PL,Poland,2021,,3911,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",PL,Poland,2022,,3836,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",PT,Portugal,2021,,961,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",PT,Portugal,2022,,960,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",RO,Romania,2021,,875,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",RO,Romania,2022,,940,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",RS,Serbia,2021,,442,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",RS,Serbia,2022,,414,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",SE,Sweden,2021,,2104,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",SE,Sweden,2022,,1634,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",SI,Slovenia,2021,,317,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",SI,Slovenia,2022,,324,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",SK,Slovakia,2021,,942,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",SK,Slovakia,2022,,1108,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",TR,Türkiye,2021,,7122,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",TR,Türkiye,2022,,7726,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,AT,Austria,2021,,6575,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,AT,Austria,2022,,6803,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,BE,Belgium,2021,,4356,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,BE,Belgium,2022,,4863,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,BG,Bulgaria,2021,,4292,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,BG,Bulgaria,2022,,4404,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,CY,Cyprus,2021,,594,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,CY,Cyprus,2022,,577,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,CZ,Czechia,2021,,15301,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,CZ,Czechia,2022,,15303,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,DE,Germany,2021,,29971,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,DE,Germany,2022,,29755,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,DK,Denmark,2021,,2000,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,DK,Denmark,2022,,1938,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,EE,Estonia,2021,,1500,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,EE,Estonia,2022,,1534,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,EL,Greece,2021,,7696,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,EL,Greece,2022,,7824,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,ES,Spain,2021,,21487,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,ES,Spain,2022,,21105,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,FI,Finland,2015,,3204,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,FI,Finland,2016,,3202,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,FI,Finland,2017,,3191,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,FI,Finland,2018,,3141,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,FI,Finland,2019,,3226,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,FI,Finland,2020,,3258,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,FI,Finland,2021,,3310,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,FI,Finland,2022,,3356,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,FR,France,2021,,47627,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,FR,France,2022,,52163,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,HR,Croatia,2021,,3158,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,HR,Croatia,2022,,3391,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,HU,Hungary,2021,,10235,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,HU,Hungary,2022,,10637,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,IE,Ireland,2021,,2433,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,IE,Ireland,2022,,2479,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,IS,Iceland,2015,,277,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,IS,Iceland,2016,,289,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,IS,Iceland,2017,,289,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,IS,Iceland,2018,,288,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,IS,Iceland,2019,,278,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,IS,Iceland,2020,,275,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,IS,Iceland,2021,,290,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,IS,Iceland,2022,,282,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,IT,Italy,2021,,43015,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,IT,Italy,2022,,42929,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,LT,Lithuania,2021,,5132,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,LT,Lithuania,2022,,5364,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,LU,Luxembourg,2021,,115,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,LU,Luxembourg,2022,,123,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,LV,Latvia,2021,,1671,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,LV,Latvia,2022,,1756,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C31_C32,Manufacture of furniture; other manufacturing,MK,North Macedonia,2021,,1195,,,,,
